id,rc_key,date,shift,sampleno,part,model,ref,id_ukur,parameter,deviation,category,description,corrective_action,status,inputted_by,inputted_role,pic,inputted_at,updated_at
6e7c381b,07 Apr 2026|2|2|CRCS L|K1AL L1|A155|Posisi Y,07 Apr 2026,2,2,CRCS L,K1AL L1,A155,N0438,Posisi Y,0.23,Material,Surface finish tidak memenuhi syarat pengukuran CMM,,Resolved,produksi_a,Produksi,,2026-04-07 21:24:46,2026-04-07 22:00:46
801dbe22,07 Apr 2026|2|2|CRCS L|K1AL L1|A156|Posisi X,07 Apr 2026,2,2,CRCS L,K1AL L1,A156,N0442,Posisi X,0.383,Operator,Tidak melakukan verifikasi awal sebelum produksi,,Resolved,produksi_b,Produksi,Rini,2026-04-07 21:06:46,2026-04-07 22:48:46
3e48d53e,07 Apr 2026|2|2|CRCS L|K1AL L1|A156|Posisi Y,07 Apr 2026,2,2,CRCS L,K1AL L1,A156,N0442,Posisi Y,0.278,Setup / Fixture,Datum reference tidak sesuai drawing,"Part di-rework, re-measurement setelah proses",Resolved,operator_1,Produksi,Wahyu,2026-04-07 22:05:46,2026-04-08 00:00:46
9e88fc3c,07 Apr 2026|2|2|CRCS L|K1AL L1|A154|Posisi X,07 Apr 2026,2,2,CRCS L,K1AL L1,A154,N0446,Posisi X,0.322,Operator,Operator baru belum familiar dengan prosedur,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,operator_3,Produksi,Hendra,2026-04-07 21:50:46,2026-04-07 22:24:46
a3ba4fb0,07 Apr 2026|2|2|CRCS L|K1AL L1|A154|Posisi Y,07 Apr 2026,2,2,CRCS L,K1AL L1,A154,N0446,Posisi Y,0.394,Setup / Fixture,Part tidak rata saat setup — ada celah di datum,Fixture di-check dan di-realign ke posisi nominal,Investigated,operator_2,Produksi,Rini,2026-04-07 20:57:46,2026-04-07 23:45:46
a0b4278b,07 Apr 2026|2|2|CRCS L|K1AL L1|-|-,07 Apr 2026,2,2,CRCS L,K1AL L1,-,N0452,-,0.43,Operator,Salah membaca program CMM yang aktif,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,produksi_b,Produksi,Wahyu,2026-04-07 22:52:46,2026-04-08 00:10:46
a597c0c7,07 Apr 2026|2|2|CRCS L|K1AL L1|-|-,07 Apr 2026,2,2,CRCS L,K1AL L1,-,N0452,-,-0.5,Setup / Fixture,Fixture bergeser setelah pergantian shift,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,operator_2,Produksi,Wahyu,2026-04-07 22:03:46,2026-04-07 23:19:46
e1fd4fa3,07 Apr 2026|2|2|CRCS L|K1AL L1|B017|Distance From B027,07 Apr 2026,2,2,CRCS L,K1AL L1,B017,N0478,Distance From B027,-0.12,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,operator_1,Produksi,Wahyu,2026-04-07 20:48:46,2026-04-07 23:36:46
0ee9266a,07 Apr 2026|2|2|CRCS L|K1AL L1|A006|Concentricity to m,07 Apr 2026,2,2,CRCS L,K1AL L1,A006,N0488,Concentricity to m,0.032,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,Preventive maintenance dijadwalkan,Resolved,operator_2,Produksi,Sari,2026-04-07 21:00:46,2026-04-07 22:38:46
d7146871,07 Apr 2026|2|2|CRCS L|K1AL L1|-|-,07 Apr 2026,2,2,CRCS L,K1AL L1,-,N0491,-,0.43,Material,Material dari batch berbeda dengan properties berbeda,,Resolved,operator_1,Produksi,Hendra,2026-04-07 20:47:46,2026-04-07 23:31:46
b5340cec,07 Apr 2026|2|2|CRCS L|K1AL L1|-|-,07 Apr 2026,2,2,CRCS L,K1AL L1,-,N0520,-,33.0,Setup / Fixture,Datum reference tidak sesuai drawing,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,operator_1,Produksi,Rini,2026-04-07 23:17:46,2026-04-07 23:50:46
23d64dfe,07 Apr 2026|2|2|CRCS L|K1AL L1|B018|Position To f & g,07 Apr 2026,2,2,CRCS L,K1AL L1,B018,N0525,Position To f & g,0.354,Program CMM,Program belum di-update setelah ECR terakhir,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,produksi_a,Produksi,Andi,2026-04-07 23:16:46,2026-04-08 01:56:46
684b0549,07 Apr 2026|2|2|CRCS L|K1AL L1|A030|Posisi Y Drill 6.5,07 Apr 2026,2,2,CRCS L,K1AL L1,A030,N0529,Posisi Y Drill 6.5,0.43,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Open,produksi_a,Produksi,Rini,2026-04-07 20:21:46,2026-04-07 21:45:46
65fc0608,07 Apr 2026|2|2|CRCS L|K1AL L1|A002|Posisi Y From A001 ( Drill 6 ),07 Apr 2026,2,2,CRCS L,K1AL L1,A002,N0531,Posisi Y From A001 ( Drill 6 ),0.337,Material,Burr pada permukaan part mempengaruhi pengukuran,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,produksi_c,Produksi,Rini,2026-04-07 21:26:46,2026-04-07 21:42:46
7ead6f75,07 Apr 2026|2|3|CRCS L|K1AL L1|B073|Posisi Y,07 Apr 2026,2,3,CRCS L,K1AL L1,B073,N0201,Posisi Y,-0.226,Program CMM,Path program menyebabkan probe collision minor,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,produksi_b,Produksi,Dani,2026-04-07 21:34:46,2026-04-08 00:34:46
03873e9e,07 Apr 2026|2|3|CRCS L|K1AL L1|B059|Posisi Y,07 Apr 2026,2,3,CRCS L,K1AL L1,B059,N0272,Posisi Y,-0.244,Material,Material dari batch berbeda dengan properties berbeda,Koordinasi dengan engineering untuk review toleransi di drawing,Open,operator_1,Produksi,Andi,2026-04-07 20:46:46,2026-04-07 21:27:46
11dc3fdd,07 Apr 2026|2|3|CRCS L|K1AL L1|B053|Posisi Y,07 Apr 2026,2,3,CRCS L,K1AL L1,B053,N0317,Posisi Y,-0.217,Program CMM,Path program menyebabkan probe collision minor,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,operator_3,Produksi,,2026-04-07 22:31:46,2026-04-08 00:52:46
20a75414,07 Apr 2026|2|3|CRCS L|K1AL L1|-|-,07 Apr 2026,2,3,CRCS L,K1AL L1,-,N0351,-,0.203,Tooling,Insert patah tidak terdeteksi sebelum produksi,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,operator_1,Produksi,Andi,2026-04-07 22:57:46,2026-04-07 23:34:46
48277aa7,07 Apr 2026|2|3|CRCS L|K1AL L1|-|-,07 Apr 2026,2,3,CRCS L,K1AL L1,-,N0399,-,-0.063,Lainnya,Faktor eksternal — sedang diinvestigasi,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Open,produksi_b,Produksi,Budi,2026-04-07 21:45:46,2026-04-07 23:47:46
3a0a9ed2,07 Apr 2026|2|3|CRCS L|K1AL L1|A155|Posisi Y,07 Apr 2026,2,3,CRCS L,K1AL L1,A155,N0438,Posisi Y,0.213,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,produksi_b,Produksi,,2026-04-07 22:37:46,2026-04-08 01:03:46
40b71039,07 Apr 2026|2|3|CRCS L|K1AL L1|A156|Posisi Y,07 Apr 2026,2,3,CRCS L,K1AL L1,A156,N0442,Posisi Y,0.218,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,Fixture di-check dan di-realign ke posisi nominal,Resolved,produksi_a,Produksi,Rini,2026-04-07 21:36:46,2026-04-07 23:02:46
5b137afe,07 Apr 2026|2|3|CRCS L|K1AL L1|-|-,07 Apr 2026,2,3,CRCS L,K1AL L1,-,N0452,-,-0.5,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,produksi_b,Produksi,Andi,2026-04-07 23:01:46,2026-04-08 00:41:46
4f7f9b6d,07 Apr 2026|2|3|CRCS L|K1AL L1|B018|Distance From B027,07 Apr 2026,2,3,CRCS L,K1AL L1,B018,N0476,Distance From B027,-0.124,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,operator_3,Produksi,Andi,2026-04-07 21:30:46,2026-04-07 22:44:46
99872d9e,07 Apr 2026|2|3|CRCS L|K1AL L1|A151|Posisi Y Drill 6.45,07 Apr 2026,2,3,CRCS L,K1AL L1,A151,N0482,Posisi Y Drill 6.45,0.209,Material,Surface finish tidak memenuhi syarat pengukuran CMM,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,operator_1,Produksi,Sari,2026-04-07 22:47:46,2026-04-08 01:18:46
06de10c7,07 Apr 2026|2|3|CRCS L|K1AL L1|A152|Posisi X Drill 6.45,07 Apr 2026,2,3,CRCS L,K1AL L1,A152,N0485,Posisi X Drill 6.45,0.202,Material,Burr pada permukaan part mempengaruhi pengukuran,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,produksi_a,Produksi,,2026-04-07 21:19:46,2026-04-07 23:32:46
6e7942a1,07 Apr 2026|2|3|CRCS L|K1AL L1|A006|Concentricity to m,07 Apr 2026,2,3,CRCS L,K1AL L1,A006,N0488,Concentricity to m,0.035,Material,Material incoming di luar spec dimensi,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,produksi_c,Produksi,Dani,2026-04-07 21:09:46,2026-04-08 00:08:46
81a3c085,07 Apr 2026|2|3|CRCS L|K1AL L1|-|-,07 Apr 2026,2,3,CRCS L,K1AL L1,-,N0520,-,33.0,Operator,Operator baru belum familiar dengan prosedur,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Resolved,operator_1,Produksi,Andi,2026-04-07 21:17:46,2026-04-08 00:05:46
3f44212c,07 Apr 2026|2|3|CRCS L|K1AL L1|B018|Position To f & g,07 Apr 2026,2,3,CRCS L,K1AL L1,B018,N0525,Position To f & g,0.272,Material,Burr pada permukaan part mempengaruhi pengukuran,,Investigated,operator_3,Produksi,Budi,2026-04-07 22:47:46,2026-04-07 22:49:46
d3c6359a,07 Apr 2026|2|3|CRCS L|K1AL L1|B080|Posisi X Drill 5.45,07 Apr 2026,2,3,CRCS L,K1AL L1,B080,N0528,Posisi X Drill 5.45,0.22,Material,Surface finish tidak memenuhi syarat pengukuran CMM,"Part di-rework, re-measurement setelah proses",Investigated,operator_3,Produksi,Dani,2026-04-07 21:47:46,2026-04-07 21:56:46
f3327172,07 Apr 2026|2|4|CRCS L|K1AL L1|A002|Posisi X From A001,07 Apr 2026,2,4,CRCS L,K1AL L1,A002,N0073,Posisi X From A001,-0.051,Tooling,Coolant tersumbat menyebabkan panas berlebih,,Investigated,operator_1,Produksi,Rini,2026-04-07 22:19:46,2026-04-08 00:07:46
5c74d693,07 Apr 2026|2|4|CRCS L|K1AL L1|A003|Posisi X From A006,07 Apr 2026,2,4,CRCS L,K1AL L1,A003,N0073,Posisi X From A006,-0.051,Setup / Fixture,Posisi fixture tidak di-verify ulang setelah maintenance,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,operator_1,Produksi,Dani,2026-04-07 22:29:46,2026-04-07 23:18:46
2cd7b4f4,07 Apr 2026|2|4|CRCS L|K1AL L1|A041|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,A041,N0084,Posisi Y,0.39,Material,Surface finish tidak memenuhi syarat pengukuran CMM,Material dikembalikan ke gudang untuk inspeksi ulang,Open,produksi_c,Produksi,Andi,2026-04-07 20:29:46,2026-04-07 23:19:46
5be6f0f9,07 Apr 2026|2|4|CRCS L|K1AL L1|A042|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,A042,N0088,Posisi Y,0.407,Mesin / Machine,Spindle wear terdeteksi pada sumbu X,"Tool diganti, measurement diulang dan hasilnya OK",Resolved,produksi_c,Produksi,Andi,2026-04-07 20:27:46,2026-04-07 21:12:46
42fa737b,07 Apr 2026|2|4|CRCS L|K1AL L1|A046|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,A046,N0104,Posisi Y,-0.209,Setup / Fixture,Part tidak rata saat setup — ada celah di datum,,Investigated,produksi_a,Produksi,Budi,2026-04-07 20:30:46,2026-04-07 20:49:46
f6b82bab,07 Apr 2026|2|4|CRCS L|K1AL L1|A047|Posisi X,07 Apr 2026,2,4,CRCS L,K1AL L1,A047,N0108,Posisi X,-0.226,Tooling,Tool life habis namun belum diganti,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,operator_3,Produksi,,2026-04-07 20:47:46,2026-04-07 23:16:46
da9df8ae,07 Apr 2026|2|4|CRCS L|K1AL L1|A047|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,A047,N0108,Posisi Y,-0.232,Tooling,Tool wear melebihi batas — perlu penggantian,Fixture di-check dan di-realign ke posisi nominal,Resolved,operator_3,Produksi,Sari,2026-04-07 20:39:46,2026-04-07 20:53:46
e9d9e222,07 Apr 2026|2|4|CRCS L|K1AL L1|B073|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,B073,N0201,Posisi Y,-0.23,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,produksi_a,Produksi,Wahyu,2026-04-07 20:31:46,2026-04-07 20:54:46
ea632c90,07 Apr 2026|2|4|CRCS L|K1AL L1|B054|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,B054,N0313,Posisi Y,-0.209,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Resolved,operator_1,Produksi,Rini,2026-04-07 23:11:46,2026-04-07 23:31:46
3146de2b,07 Apr 2026|2|4|CRCS L|K1AL L1|A153|Posisi X,07 Apr 2026,2,4,CRCS L,K1AL L1,A153,N0430,Posisi X,0.21,Tooling,Holder tool longgar saat proses machining,,Investigated,operator_2,Produksi,Sari,2026-04-07 20:58:46,2026-04-07 23:04:46
d2b51895,07 Apr 2026|2|4|CRCS L|K1AL L1|A153|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,A153,N0430,Posisi Y,0.245,Operator,Tidak melakukan verifikasi awal sebelum produksi,,Investigated,produksi_b,Produksi,Budi,2026-04-07 20:23:46,2026-04-07 22:16:46
4f2eff4d,07 Apr 2026|2|4|CRCS L|K1AL L1|A160|Posisi X,07 Apr 2026,2,4,CRCS L,K1AL L1,A160,N0434,Posisi X,0.235,Mesin / Machine,Getaran mesin berlebih saat pengukuran,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_2,Produksi,Hendra,2026-04-07 20:44:46,2026-04-07 23:02:46
8e711461,07 Apr 2026|2|4|CRCS L|K1AL L1|A160|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,A160,N0434,Posisi Y,0.518,Tooling,Tool wear melebihi batas — perlu penggantian,"Tool diganti, measurement diulang dan hasilnya OK",Open,produksi_b,Produksi,Sari,2026-04-07 20:55:46,2026-04-07 22:17:46
1c1db2c4,07 Apr 2026|2|4|CRCS L|K1AL L1|A155|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,A155,N0438,Posisi Y,0.253,Operator,Tidak melakukan verifikasi awal sebelum produksi,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_2,Produksi,Dani,2026-04-07 22:41:46,2026-04-08 00:26:46
7bf1264d,07 Apr 2026|2|4|CRCS L|K1AL L1|A156|Posisi X,07 Apr 2026,2,4,CRCS L,K1AL L1,A156,N0442,Posisi X,0.284,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,Preventive maintenance dijadwalkan,Investigated,produksi_a,Produksi,Dani,2026-04-07 21:09:46,2026-04-07 23:24:46
ba2668c3,07 Apr 2026|2|4|CRCS L|K1AL L1|A156|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,A156,N0442,Posisi Y,0.26,Material,Material incoming di luar spec dimensi,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Resolved,produksi_c,Produksi,Budi,2026-04-07 20:24:46,2026-04-07 22:30:46
0c9ae0fc,07 Apr 2026|2|4|CRCS L|K1AL L1|A154|Posisi X,07 Apr 2026,2,4,CRCS L,K1AL L1,A154,N0446,Posisi X,0.246,Program CMM,Path program menyebabkan probe collision minor,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,produksi_a,Produksi,Andi,2026-04-07 23:00:46,2026-04-08 00:54:46
111347b2,07 Apr 2026|2|4|CRCS L|K1AL L1|A154|Posisi Y,07 Apr 2026,2,4,CRCS L,K1AL L1,A154,N0446,Posisi Y,0.35,Material,Dimensi raw material melebihi toleransi,Preventive maintenance dijadwalkan,Investigated,operator_3,Produksi,Andi,2026-04-07 23:02:46,2026-04-08 01:37:46
80506ce8,07 Apr 2026|2|4|CRCS L|K1AL L1|-|-,07 Apr 2026,2,4,CRCS L,K1AL L1,-,N0452,-,0.258,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_c,Produksi,,2026-04-07 21:39:46,2026-04-07 23:41:46
ace3c38d,07 Apr 2026|2|4|CRCS L|K1AL L1|-|-,07 Apr 2026,2,4,CRCS L,K1AL L1,-,N0452,-,-0.5,Material,Dimensi raw material melebihi toleransi,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,produksi_b,Produksi,Sari,2026-04-07 23:18:46,2026-04-08 00:06:46
b94f5a11,07 Apr 2026|2|4|CRCS L|K1AL L1|A151|Posisi Y Drill 6.45,07 Apr 2026,2,4,CRCS L,K1AL L1,A151,N0482,Posisi Y Drill 6.45,0.285,Mesin / Machine,Backlash axis melebihi batas toleransi,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,operator_1,Produksi,,2026-04-07 22:06:46,2026-04-07 23:29:46
bc11f47f,07 Apr 2026|2|4|CRCS L|K1AL L1|A152|Posisi Y Drill 6.45,07 Apr 2026,2,4,CRCS L,K1AL L1,A152,N0483,Posisi Y Drill 6.45,0.225,Lainnya,Faktor eksternal — sedang diinvestigasi,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,operator_1,Produksi,Budi,2026-04-07 20:44:46,2026-04-07 22:22:46
a5a97b3b,07 Apr 2026|2|4|CRCS L|K1AL L1|A006|Concentricity to m,07 Apr 2026,2,4,CRCS L,K1AL L1,A006,N0488,Concentricity to m,0.035,Lainnya,Kemungkinan kombinasi beberapa faktor,"Part di-rework, re-measurement setelah proses",Open,operator_1,Produksi,Rini,2026-04-07 22:49:46,2026-04-07 23:27:46
cec13ca2,07 Apr 2026|2|4|CRCS L|K1AL L1|-|-,07 Apr 2026,2,4,CRCS L,K1AL L1,-,N0491,-,0.258,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,produksi_b,Produksi,Hendra,2026-04-07 20:46:46,2026-04-07 23:17:46
e994b449,07 Apr 2026|2|4|CRCS L|K1AL L1|-|-,07 Apr 2026,2,4,CRCS L,K1AL L1,-,N0520,-,33.0,Mesin / Machine,Backlash axis melebihi batas toleransi,Koordinasi dengan engineering untuk review toleransi di drawing,Open,produksi_b,Produksi,Budi,2026-04-07 21:17:46,2026-04-07 22:43:46
63282120,07 Apr 2026|2|4|CRCS L|K1AL L1|B018|Position To f & g,07 Apr 2026,2,4,CRCS L,K1AL L1,B018,N0525,Position To f & g,0.204,Operator,Operator baru belum familiar dengan prosedur,,Investigated,produksi_b,Produksi,Hendra,2026-04-07 22:28:46,2026-04-07 23:39:46
21b669cc,07 Apr 2026|2|4|CRCS L|K1AL L1|A030|Posisi Y Drill 6.5,07 Apr 2026,2,4,CRCS L,K1AL L1,A030,N0529,Posisi Y Drill 6.5,0.258,Operator,Salah membaca program CMM yang aktif,"Part di-rework, re-measurement setelah proses",Investigated,operator_1,Produksi,Budi,2026-04-07 21:59:46,2026-04-07 22:39:46
8f565376,07 Apr 2026|2|4|CRCS L|K1AL L1|A002|Posisi Y From A001 ( Drill 6 ),07 Apr 2026,2,4,CRCS L,K1AL L1,A002,N0531,Posisi Y From A001 ( Drill 6 ),0.236,Material,Material incoming di luar spec dimensi,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,operator_2,Produksi,Dani,2026-04-07 23:08:46,2026-04-08 01:10:46
d586f373,07 Apr 2026|2|5|CRCS L|K1AL L1|A000-2|Flatness Surface (a),07 Apr 2026,2,5,CRCS L,K1AL L1,A000-2,N0137,Flatness Surface (a),0.066,Setup / Fixture,Datum reference tidak sesuai drawing,,Investigated,operator_1,Produksi,Budi,2026-04-07 21:03:46,2026-04-07 22:49:46
35ea37b4,07 Apr 2026|2|5|CRCS L|K1AL L1|B073|Posisi X,07 Apr 2026,2,5,CRCS L,K1AL L1,B073,N0201,Posisi X,0.201,Material,Dimensi raw material melebihi toleransi,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,operator_2,Produksi,Wahyu,2026-04-07 21:27:46,2026-04-08 00:22:46
5040f575,07 Apr 2026|2|5|CRCS L|K1AL L1|B059|Posisi Y,07 Apr 2026,2,5,CRCS L,K1AL L1,B059,N0272,Posisi Y,0.313,Program CMM,Reference point tidak ter-update setelah perubahan fixture,Program CMM diupdate sesuai revisi drawing terbaru,Open,operator_3,Produksi,Rini,2026-04-07 21:20:46,2026-04-07 22:47:46
107251db,07 Apr 2026|2|5|CRCS L|K1AL L1|B058|Posisi Y,07 Apr 2026,2,5,CRCS L,K1AL L1,B058,N0276,Posisi Y,0.211,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,produksi_a,Produksi,Budi,2026-04-07 22:32:46,2026-04-08 00:33:46
4272ef32,07 Apr 2026|2|5|CRCS L|K1AL L1|-|-,07 Apr 2026,2,5,CRCS L,K1AL L1,-,N0351,-,0.261,Operator,Part terbalik saat mounting ke fixture,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,produksi_b,Produksi,Rini,2026-04-07 21:31:46,2026-04-08 00:27:46
f1e5de14,07 Apr 2026|2|5|CRCS L|K1AL L1|-|-,07 Apr 2026,2,5,CRCS L,K1AL L1,-,N0398,-,-0.074,Tooling,Holder tool longgar saat proses machining,,Resolved,produksi_c,Produksi,Rini,2026-04-07 21:19:46,2026-04-07 23:41:46
17f13c2d,07 Apr 2026|2|5|CRCS L|K1AL L1|-|-,07 Apr 2026,2,5,CRCS L,K1AL L1,-,N0399,-,-0.073,Tooling,Insert patah tidak terdeteksi sebelum produksi,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_2,Produksi,Hendra,2026-04-07 23:28:46,2026-04-08 02:09:46
c505218e,07 Apr 2026|2|5|CRCS L|K1AL L1|A151|Posisi Y Reamer 8H8,07 Apr 2026,2,5,CRCS L,K1AL L1,A151,N0409,Posisi Y Reamer 8H8,-0.055,Tooling,Insert patah tidak terdeteksi sebelum produksi,,Investigated,operator_1,Produksi,,2026-04-07 23:37:46,2026-04-08 00:40:46
015b15c7,07 Apr 2026|2|5|CRCS L|K1AL L1|A152|Posisi Y Reamer 8H8,07 Apr 2026,2,5,CRCS L,K1AL L1,A152,N0429,Posisi Y Reamer 8H8,-0.062,Mesin / Machine,Spindle wear terdeteksi pada sumbu X,"Part di-rework, re-measurement setelah proses",Investigated,operator_2,Produksi,Rini,2026-04-07 23:20:46,2026-04-07 23:57:46
453a0ee3,07 Apr 2026|2|5|CRCS L|K1AL L1|-|-,07 Apr 2026,2,5,CRCS L,K1AL L1,-,N0449,-,0.038,Mesin / Machine,Backlash axis melebihi batas toleransi,Fixture di-check dan di-realign ke posisi nominal,Investigated,produksi_a,Produksi,,2026-04-07 23:14:46,2026-04-08 00:22:46
76417e29,07 Apr 2026|2|5|CRCS L|K1AL L1|-|-,07 Apr 2026,2,5,CRCS L,K1AL L1,-,N0452,-,-0.5,Operator,Operator baru belum familiar dengan prosedur,Preventive maintenance dijadwalkan,Resolved,produksi_a,Produksi,,2026-04-07 20:44:46,2026-04-07 22:17:46
ad6e55a8,07 Apr 2026|2|5|CRCS L|K1AL L1|B018|Distance From B027,07 Apr 2026,2,5,CRCS L,K1AL L1,B018,N0476,Distance From B027,-0.142,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_1,Produksi,Sari,2026-04-07 21:39:46,2026-04-08 00:17:46
96d95d75,07 Apr 2026|2|5|CRCS L|K1AL L1|A006|Concentricity to m,07 Apr 2026,2,5,CRCS L,K1AL L1,A006,N0488,Concentricity to m,0.042,Lainnya,Kemungkinan kombinasi beberapa faktor,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,operator_2,Produksi,Hendra,2026-04-07 21:28:46,2026-04-08 00:02:46
727443a3,07 Apr 2026|2|5|CRCS L|K1AL L1|-|-,07 Apr 2026,2,5,CRCS L,K1AL L1,-,N0520,-,33.0,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Fixture di-check dan di-realign ke posisi nominal,Resolved,produksi_c,Produksi,Budi,2026-04-07 22:42:46,2026-04-07 23:12:46
7a73483a,07 Apr 2026|2|5|CRCS L|K1AL L1|B018|Position To f & g,07 Apr 2026,2,5,CRCS L,K1AL L1,B018,N0525,Position To f & g,0.363,Tooling,Tool life habis namun belum diganti,,Resolved,produksi_b,Produksi,Wahyu,2026-04-07 22:17:46,2026-04-07 23:29:46
8780d6ba,07 Apr 2026|3|12|CRCS R|K1AL L1|C016|Diameter,07 Apr 2026,3,12,CRCS R,K1AL L1,C016,N0137,Diameter,-0.151,Operator,Setup belum sesuai SOP yang berlaku,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,produksi_b,Produksi,Dani,2026-04-07 04:31:46,2026-04-07 05:23:46
4eff93d6,07 Apr 2026|3|12|CRCS R|K1AL L1|-|-,07 Apr 2026,3,12,CRCS R,K1AL L1,-,N0141,-,-0.15,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,,Open,produksi_c,Produksi,,2026-04-07 05:12:46,2026-04-07 05:32:46
18627cdb,07 Apr 2026|3|12|CRCS R|K1AL L1|-|-,07 Apr 2026,3,12,CRCS R,K1AL L1,-,N0245,-,-0.202,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,operator_2,Produksi,Sari,2026-04-07 06:05:46,2026-04-07 07:42:46
848fdd3d,07 Apr 2026|3|12|CRCS R|K1AL L1|-|-,07 Apr 2026,3,12,CRCS R,K1AL L1,-,N0263,-,0.192,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,produksi_c,Produksi,Hendra,2026-04-07 04:35:46,2026-04-07 06:31:46
23c88fdb,07 Apr 2026|3|12|CRCS R|K1AL L1|-|-,07 Apr 2026,3,12,CRCS R,K1AL L1,-,N0325,-,0.082,Tooling,Coolant tersumbat menyebabkan panas berlebih,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,produksi_c,Produksi,Budi,2026-04-07 05:55:46,2026-04-07 06:27:46
